Book Name,Author,Description,Listening Time,Ranks and Genre,Final_Rating,Final_Price,Final_Reviews,Clean_Genres,Cluster,Hybrid_Score
"broken open: mountains, demons, treadmills and a search for nirvana",david clark,,unknown,unknown,4.6,836.0,34.0,['Unknown'],1,4.182139224595765
drop the rock: removing character defects - steps six and seven,bill p.,,unknown,unknown,4.8,501.0,2129.0,['Unknown'],1,5.945550903481388
the alchemist,h.p. lovecraft,,unknown,unknown,3.9,47.0,3.0,['Unknown'],1,2.894517744447956
"taking the stage: how women can speak up, stand out, and succeed",judith humphrey,,unknown,unknown,4.6,668.0,19.0,['Unknown'],1,3.958292909421596
nate saint: on a wing and a prayer (christian heroes: then & now),janet benge,,unknown,unknown,4.8,680.0,65.0,['Unknown'],1,4.55586189681057
thomas moore on meaningful work,thomas moore,,unknown,unknown,5.0,410.0,1.0,['Unknown'],1,3.277258872223978
"revenge of the invisible boy: goosebumps slappyworld, book 9",r.l. stine,"A brand-new Goosebumps arc narrated by the most iconic and evil character of the series, Slappy! ",-1,-1,4.9,422.0,242.0,[],1,5.1372245773362195
the librarian of auschwitz,antonio iturbe,,unknown,unknown,4.7,888.0,2009.0,['Unknown'],1,5.862356000421249
"how to breathe: 25 simple practices for calm, joy, and resilience",ashley neese,,unknown,unknown,4.6,754.0,100.0,['Unknown'],1,4.606048206736504
elephant song,wilbur smith,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.5,987.0,218.0,[],3,4.855628691926601
hunting zero: a kent steele thriller,jack mars,,unknown,unknown,4.8,1171.0,94.0,['Unknown'],1,4.701550756640216
remember my name,shanaya taneja,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,3.5,233.0,28.0,[],3,3.4469183319945897
remember my name,shanaya taneja,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,3.5,233.0,28.0,[],2,3.4469183319945897
"get a grip: an entrepreneurial fable - your journey to get real, get simple, and get results",mike paton,It’s time to take your business to the next level.,-1,-1,4.7,668.0,206.0,[],1,4.953087517306147
"get a grip: an entrepreneurial fable - your journey to get real, get simple, and get results",mike paton,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,4.7,668.0,206.0,[],2,4.953087517306147
the disaster artist,greg sestero,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.8,721.0,1183.0,[],3,5.710661526177581
the disaster artist,greg sestero,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,4.8,721.0,1183.0,[],2,5.710661526177581
mind to matter: the astonishing science of how your brain creates material reality,dawson church,,unknown,unknown,4.7,703.0,827.0,['Unknown'],1,5.5076052617541045
fever dream,lincoln child,"At the old family manse in Louisiana, Special Agent Pendergast is putting to rest long-ignored possessions reminiscent of his wife Helen's tragic death, only to make a stunning - and dreadful - discovery. Helen had been mauled by an unusually large and vicious lion while they were big game hunting in Africa. But now, Pendergast learns that her rifle - her only protection from the beast - had been deliberately loaded with blanks. Who could have wanted Helen dead...and why?",-1,-1,4.6,500.0,534.0,[],1,5.272906698758403
fever dream,lincoln child,"At the old family manse in Louisiana, Special Agent Pendergast is putting to rest long-ignored possessions reminiscent of his wife Helen's tragic death, only to make a stunning - and dreadful - discovery. Helen had been mauled by an unusually large and vicious lion while they were big game hunting in Africa. But now, Pendergast learns that her rifle - her only protection from the beast - had been deliberately loaded with blanks. Who could have wanted Helen dead...and why?",-1,-1,4.6,500.0,534.0,[],1,5.272906698758403
the knowledge of the holy,a. w. tozer,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,4.8,586.0,1370.0,[],2,5.769318271824925
success is for you: using heart-centered power principles for lasting abundance and fulfillment,dr. david r. hawkins,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,4.1,820.0,75.0,[],2,4.192293336114532
the berlin stories,christopher isherwood,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,4.3,233.0,100.0,[],2,4.426048206736503
the berlin stories,christopher isherwood,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.3,233.0,100.0,[],3,4.426048206736503
plato's symposium,plato,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.3,351.0,126.0,[],3,4.5176748345834365
guests of the sheik: an ethnography of an iraqi village,elizabeth warnock fernea,,unknown,unknown,4.4,1055.0,78.0,['Unknown'],1,4.387779140986809
creating great choices: a leader's guide to integrative thinking,jennifer riel,"A practical four-step methodology for any leader or manager facing a tough choice, and for creating integrative solutions to big, complex, and pressing problems. Conventional wisdom - and business school curricula - teaches us that making trade-offs is inevitable when it comes to hard choices. But sometimes, accepting the obvious trade-off just isn't good enough: the choices in front of us don't get us what we need. In those cases, rather than choosing the least worst option, we can use the models in front of us to create a new and better answer. This is integrative thinking. First introduced by Roger Martin in The Opposable Mind, integrative thinking is an approach to problem solving that uses opposing ideas as the basis for innovation. Now, in Creating Great Choices, Martin and fellow Rotman expert Jennifer Riel vividly show how they have refined and enhanced the understanding and practice of integrative thinking through their work teaching the concept and its principles to business and nonprofit executives, MBA students, even kids. Integrative thinking has been embraced by organizations such as Procter & Gamble, Deloitte, Verizon, and the Toronto District School Board - all seeking a replicable, thoughtful approach to creating a ""third and better way"" to make important choices in the face of unacceptable trade-offs. The book includes new stories of successful integrative thinkers that will demystify the process of creative problem solving. It lays out the authors' practical four-step methodology, which can be applied in virtually any context: ",-1,-1,4.7,703.0,35.0,[],1,4.253407575382444
"manipulation techniques: how to influence people with mind control, persuasion, nlp and dark psychology",richard cooper,,unknown,unknown,4.0,668.0,2.0,['Unknown'],1,2.8394449154672436
write no matter what: advice for academics,joli jensen,,unknown,unknown,4.7,586.0,36.0,['Unknown'],1,4.26436716505769
"awaken the durga within: from glum to glam, caged to carefree",usha narayanan,,unknown,unknown,4.2,668.0,37.0,['Unknown'],1,3.9750344638905544
the conquest of happiness,bertrand russell,,unknown,unknown,4.3,1172.0,215.0,['Unknown'],1,4.730111363073666
1000 essential words in tamil: i listen. i repeat. i speak.,j. m. gardner,,unknown,unknown,-1.0,225.0,0.0,['Unknown'],1,-0.6
"light falls: space, time, and an obsession of einstein",brian greene,,unknown,unknown,-1.0,501.0,0.0,['Unknown'],1,-0.6
artemis fowl and the atlantis complex,eoin colfer,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.7,888.0,610.0,[],3,5.3860387836686385
"the light fantastic: discworld, book 2",terry pratchett,"The Great A'Tuin, the heroic turtle who supports the weight of the entire Discworld, not to mention four giant elephants, swims through the galaxy day and night with the burden of being the only creature who knows exactly where the universe is going. Philosophers have long debated where this is, and are due to find out in about 2 months. Shall they worry? Well, they are on a collision course with a malevolent red star and only one person can save Discworld. Unfortunately, it's the cowardly wizard, Rincewind, who was last seen falling off the edge of the planet. This is the second book in the Discworld series.",-1,-1,4.7,888.0,1161.0,[],1,5.643159174964742
the sound and the fury,william faulkner,,unknown,unknown,4.1,501.0,440.0,['Unknown'],1,4.895617950178738
on the genealogy of morals: a polemic,friedrich nietzsche,,unknown,unknown,4.5,656.0,153.0,['Unknown'],1,4.714781040965452
the ultimate gift,jim stovall,,unknown,unknown,4.6,375.0,734.0,['Unknown'],1,5.399948199685134
relationship breakthrough: how to create outstanding relationships in every area of your life,cloe madanes,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,4.7,668.0,56.0,[],2,4.43722050713382
relationship breakthrough: how to create outstanding relationships in every area of your life,cloe madanes,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.7,668.0,56.0,[],3,4.43722050713382
relationship breakthrough: how to create outstanding relationships in every area of your life,cloe madanes,"Everyone faces the challenges of making relationships work. Whether with spouses, family members, friends, lovers, or colleagues, relationships have the power to make one feel happy, frustrated, or miserable. In Relationship Breakthrough, Cloe Madanes - an expert in creating healing, empowering relationships - gives listeners vital tools to transform their relationships and their lives. Madanes's cutting-edge methods produce real results and create rewarding, sustainable relationships. Using simple, step-by-step exercises and drawing on the examples of clients who have benefited from this technique, Relationship Breakthrough teaches listeners how to: ",-1,-1,4.7,668.0,56.0,[],1,4.43722050713382
the chekhov collection of short stories,anton chekhov,,unknown,unknown,-1.0,569.0,0.0,['Unknown'],1,-0.6
"the developing mind, third edition: how relationships and the brain interact to shape who we are",daniel j. siegel m.d.,,unknown,unknown,4.9,1055.0,14.0,['Unknown'],1,4.023220080440884
"on the double: drills, drama, and dare-devilry at the indian military academy",tanushree podder,,unknown,unknown,4.7,668.0,48.0,['Unknown'],1,4.37672811924425
the audible escape listening club: remedial rocket science,the romance editors,,unknown,unknown,-1.0,0.0,0.0,['Unknown'],1,-0.6
the chekhov collection of short stories,anton chekhov,,unknown,unknown,-1.0,569.0,0.0,['Unknown'],1,-0.6
"the developing mind, third edition: how relationships and the brain interact to shape who we are",daniel j. siegel m.d.,,unknown,unknown,4.9,1055.0,14.0,['Unknown'],1,4.023220080440884
"on the double: drills, drama, and dare-devilry at the indian military academy",tanushree podder,,unknown,unknown,4.7,668.0,48.0,['Unknown'],1,4.37672811924425
the black moth,georgette heyer,,unknown,unknown,4.3,820.0,283.0,['Unknown'],1,4.839589695264483
the audible escape listening club: remedial rocket science,the romance editors,,unknown,unknown,-1.0,0.0,0.0,['Unknown'],1,-0.6
cry wolf,wilbur smith,,unknown,unknown,4.4,873.0,389.0,['Unknown'],1,5.0264586956494774
